126883590041640960	0067a27c-b6e0-4a4e-9fb2-d26eeaeeff7e	positive	i love my background!! #twitter
126883448173510656	d19b719d-630a-4759-bb9f-882fcc59f5e8	positive	•Take Off Make up • Say A Little More On #twitter • Go to Sleep &lt;3  like my plan?(;
126883416280006656	387587ef-9381-4f65-b57d-58b09753bf26	positive	Okay..I feel slightly more connected to the world and have put #facebook and #twitter on my #blackberry..its not the same..but it helps
126883364887203840	8fcbb511-fe6b-4b0e-84f6-a03d840b7697	positive	@loveguru_b i miss my #twitter boo
126883290782244864	6676227e-7485-45ee-9377-2b0b330d586a	positive	*singing*! everytime  I  try  to leave something keeps  pulling me  back  (me  back) telling me  I  need  #Twitter & all that. lol  (:
126883211006590976	4c3666cc-9444-4db0-9d21-4addbb61f120	positive	#twitter keeps me company when i can't sleep! (:
126883187300384768	88d2d8b3-ddca-409d-8521-6948c3d5ca06	positive	Got this new #twitter app and a fresh ass theme with it! FWM
126882971411165185	17eca6ca-130b-4a7f-bd95-ffb11739995b	positive	@ammmylewis... Did @CarsonFratus just ditch Twitter for sleep?? #Weirdo... #Twitter&gt;Sleep
126882662932692992	e699acb7-b483-4f65-9852-f74c5421b054	positive	I'm starting to get really concerned, sending hashtags in emails :P #twitter is taking over our lives :D
126881835463614464	72a1ca33-a467-4b31-bdbf-1e2a1dea2ac8	positive	I cnt get over that shit lol hell naw #Twitter
126881080178507776	99a9c331-7565-4f41-9cad-f0031000e084	positive	Today I was introduced as BigDealDawson at #LGFW !  O #twitter and #social media I love you! Teehee xx
126880912754475008	7b14fcd1-d3b2-4680-851e-c6fc62173422	positive	#Twitter &gt; #Facebook
126880559162077184	e62f47ec-2484-4875-8afa-f76e1aab06f7	positive	@BrianCrockerJr yeah, it shows. glad you have #twitter :)
126880385605976064	a747d7fe-852f-4f92-9488-a1183a90b34d	positive	I've pretty much abandoned Facebook for Twitter. #twitter'slegit
126879785908580352	749c8094-eaca-444e-8f40-9b375f4923b8	positive	Gotta love #Twitter - shit goes round the World like lightning-on-speed...
126879662851887104	f5f80e97-00c7-4a1e-93d8-e4ee8ece7bcd	positive	@LuCkY_2_HaVe #Twitter
126878670685085696	a7ae2ee1-dc91-4472-bf04-33286fda74c9	positive	Hello #twitter!
126877750131818497	b3738bd1-3cd4-4f46-868f-1a5f872008ac	positive	In that #twitter mood!
126877362632667136	59612f4a-2a10-4fc4-a2ae-f428bef32988	positive	When I say I'm going to bed that really means I'm gonna sit on twitter for 30 min then go to bed! #Twitter&lt;3
126877263311536128	dd6de9fb-ac7b-4361-860c-d93826cf50fa	positive	I lovee #Twitter   #swaag!
126877209813188608	21d47429-f5cf-4c9f-8e73-17b01c240ed4	positive	Dear #Twitter, I fucking missed you today, &gt;&gt; internet was down :/
126877171926040576	3231d5c4-e391-49fd-8d26-68658b61ad0e	positive	My 100 tweet goes to #twitter . Thanks for providing me with another way of keeping me busy during school!
126877056578486272	237392dd-3217-43b1-b146-f123268ae851	positive	#Twitter TEAMO♥ Chao!
126876600083025920	f8e6054e-da1b-4fe1-ad92-a18a712d74cd	positive	@Garr_Williams isn't this place great? #twitter
126876125107462144	5e46f54d-f553-46cd-adf0-6f576688d69a	positive	RT @EverettColdwell: @SusanFelicity One really good thing with #twitter is that most people appear to be on the progressive, left, socia ...
126876107881455616	14b7e05a-30a0-4c41-9093-cd284061cf55	positive	RT @MattMarcheski: @AlexMufferi #twitter&gt;facebook
126875441217798144	38c924ad-9b06-43e2-a95f-caf1c9dd6446	positive	There is no social media without #Twitter... Who could be #Twitterless?
126875378013843456	7e5acfc4-face-4704-abe6-27a8c92f8e8e	positive	@AlexMufferi #twitter&gt;facebook
126874748469788672	d37fdc3e-1f29-42aa-b50a-6f89d402d619	positive	Guess I'm addicted to #Twitter! Writing the answers to 15 marks University exam questions in less than 140 characters! :P
126874346873556993	bb379a0c-ce5a-49d3-a479-ab4fd9f16b5b	positive	@SusanFelicity One really good thing with #twitter is that most people appear to be on the progressive, left, social side. This scares gov.
126873707066048513	d995c284-9e77-4126-b10c-26c5e1dcb20e	positive	Apples to oranges maybe, but #Twitter is way more engaging than #FB. Content vs. Stalkerismo
126873518385274882	e4240ea3-82f5-4b44-9d19-4b7faa9b5b36	positive	Laying down on my bed and I'm on my favorite app. #twitternation #twitter &gt; #facebook
126873128348561409	f2f529e4-434d-45a2-ae1b-11f17b7e135f	positive	@TheMarketaire This whole #Facebook change makes more nervous than excited. What about privacy, etc.? I much prefer #Twitter
126872791197814784	04f6cc67-83be-4811-aa4d-60ccdba6f7d0	positive	#Twitter #twitter :)
126872175490764802	2a2a5e43-a9c3-4dd9-848c-96d8232cd33b	positive	#Twitter &lt;33333
126870551032643584	40592963-5274-4013-be0e-b96b5e1dbc87	positive	RT@jeffbullas Twitters impressive numbers  http://t.co/VJRSsfYn #Twitter #SMM #SocialMedia
126870402751397889	768753ef-0d77-4f1e-86ba-12582098dfe3	positive	fuck that facebook bullshit. #twitter bitch
126869964144644097	95c6958d-2689-4c22-904c-d834450910b3	positive	#Twitter is hella coo... like farreal i love twitter.
126869134238679042	4c3b484b-d572-4192-bf7c-d81598c45b71	positive	FUCK #facebook #twitter is way better #teamfollowback #followme
