126504319859175424	#Google To Begin Encrypting Searches & Outbound Clicks By Default With SSL Search http://t.co/xW7vh75e	^ P V V N & ^ ^ P N P N N U	neutral
126530807891374082	#Google Me !!!!!!!!	# O ,	positive
126484769285480448	New Galaxy Nexus : OS Improvements - Stacks & Scrolling introduced for widgets for richer content #samsung #google #android bit.ly/nEJbyE	A N N , ^ ^ , ^ & V V P N P A N # # # U	positive
126524242635403264	#Google and #Samsung unveil #Galaxy #Nexus , #Android 4 at event : http://t.co/oTqfW9XQ | #CTIA #Hong #Kong #conference #environments	^ & ^ V ^ N , # $ P N , U G ^ ^ ^ N N	neutral
126499307284217856	So #Google #Droid is built ( in part ) using the bouncy castle C# api . C# is a Microsoft programming language . +1 for all you #Linux Fanboys	P ^ ^ V V , P N , V D A N ^ N , ^ V D ^ N N , $ P D O # N	neutral
126492775842713600	RT @NeowinFeed : Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/HHfJbBHU #neowin	~ @ ~ ^ ^ ^ P V N V N N # # U #	neutral
126525031135195136	Samsung Galaxy Nexus , Google Android 4.0 Live Blog : http://t.co/wwSYXAbn #android #google #mobile #news	^ ^ ^ , ^ ^ $ A N , U # # # #	neutral
126516749242871809	WOW that #AmberCole video hit #Google !! I'm done haha .....	! P ^ N V ^ , L V ! ,	neutral
126492009748889600	Slick beam capabilities included in Android 4.0 . Touch 2 devices together and select " Beam " and content is transferred #Google #Android #ICS	A N N V P ^ $ , V $ N R & V , N , & N V V ^ # #	positive
126534770095169536	Took me months to decide , but tonight I have chosen #google over Amazon S3 for image storage solution .	V O N P V , & R O V V ^ P ^ ^ P N N N ,	positive
126522802466598912	wait .... since when does putting honeycomb and gingerbread together make ice cream sandwich ? #google ...	V , P R V V ^ & N R V N N N , # ~	neutral
126492242373386240	The new #Samsungnexus and 4.0 OS make the #iPhone4s look like an old bag phone . Nice job #Google and #Samsung .	D A ^ & $ N V D ^ V P D A N N , A N ^ & ^ ,	positive
126487206570373120	Ouch , crash and burn . #Android facial recognition in #IceCreamSandwich didn't work during the presentation . http://t.co/6vsasZyT #Google	! , V & V , # A N P ^ V V P D N , U #	negative
126511400825790464	#google #icecream #galaxy #nexus http://t.co/gkoHBpN8	# # N N U	neutral
126502250041454593	#Google Ice Cream Sandwich , Nexus Prime Launch [ LIVE BLOG ] http://t.co/YD4FBog3 #uncategorized #android	^ ^ ^ ^ , N N N , V N , U # #	neutral
126494573966016512	Register now for your Galaxy Nexus :) http://t.co/37WkIoXC #Android #Google	V R P D N N E U # #	positive
126492985834733568	Welcome Ice Cream Sandwich ! #android #google #icecreamsandwich http://t.co/IFlB5EhJ	V ^ ^ ^ , # # # U	neutral
126501360089825280	Chrome Experiment - WebGL Bookcase - http://t.co/1GNsOwmu #Google	N N , ^ N , U #	neutral
126520611190218752	Ice Cream Sandwitch comes alive today #android #google	^ ^ ^ V A N # #	neutral
126493472931844096	Loved the introduction of the Google Galaxy Nexus & Ice Cream Sandwich . Really looking forward to my new phone #android #ics #nexus #google	V D N P D ^ ^ ^ & ^ ^ ^ , R V R P D A N # # # #	positive
126516982936895488	Like traditional VC firms , Google Ventures makes its investment decisions solely ... #google #ventures #spencer http://t.co/TBGqSFos	P A ^ N , ^ N V L N N R , ^ N ^ U	neutral
126494070385283072	I gotta say , Google's got some pretty catchy advertisements for Android and Chrome . #google #android	O V V , L V D R A N P ^ & N , # #	positive
126494645403398145	I just noticed that #google + has introduced real time search .	O R V P ^ & V V A N N ,	neutral
126513430508212224	Google is rolling out a suite of new changes to its Google Docs service , including 50 new features for ... http://t.co/3j4Vd8WF #Google +	^ V V T D N P A N P L ^ N N , V $ A N P , U ^ &	neutral
126515415592607744	RT @LCmediaHouse : #Google vs Facebook : Get the Whole Picture for Your Marketing http://t.co/tm2xaijB #SocialMedia	~ @ ~ ^ P ^ , V D A N P D N U #	neutral
126534083797987328	Samsung Galaxy Nexus , Android Ice Cream Sandwich unveiled http://t.co/wWrYcM04 #android #google #samsung	^ ^ ^ , ^ ^ ^ ^ V U # # #	neutral
126494303173361664	+1 RT @tah_med : the background is SO horrible for this stream #Samsung #Google #NexusPrime they should've seen what #Adobe did at #AdobeMAX	~ ~ @ ~ D N V R A P D N # # # O V V O N V P ^	negative
126524290945384449	The new Samsung Galaxy nexus .. http://t.co/UtbpXrsj #Android #Samsung #Google #WoW CC @kha1989led @eisaahmad	D A ^ ^ N , U # # # # ^ @ @	neutral
126518218343972864	On Google+ then go here http://t.co/18qxaSp2 #GPlus #Googleplus #Google #teamfollowback #socialnetwork	P ^ R V R U # # # # #	neutral
126502770130960384	#Google releases an Infinite Digital Bookcase http://t.co/FbvZq8Yp by @MeghanKel	^ N D N N N U P @	neutral
126523245649342464	And here's the run-down on #Android4 . 0 aka #IceCreamSandwich http://t.co/f1V3HJAe #google	& L D A P ^ , $ G # U #	neutral
126489066077302784	Wow , very fast camera on Galaxy Nexus - faster than N9 i think :o #google	! , R A N P N N , A P $ O V E #	positive
126513526385819648	#google + (: lovin it	^ & E V O	positive
126493370028797953	Recent study of #Google CTR reveals that top three positions #in #GoogleSearch receive 35% of traffic . @Econsultancy http://t.co/Z2bh6oH1	A N P ^ ^ V D A $ N # # V $ P N , @ U	neutral
126528318542589952	RT @LocalJoost : #ICS " putting people at the heart " ? You have GOT to be joking #Google . Now even copying slogans ? Ah I get it , THOSE are ...	~ @ ~ # , V N P D N , , O V V P V V ^ , R R V N , ! O V O , O V ,	neutral
126495219058348032	From it's laughable file : #google will #encrypt #search results BUT only if U have " logged in " so they can maximize their #data #collection !	P L A N , ^ V V N N & R P O V , V P , P O V V D N N ,	negative
126526371785752576	#Google releases 50 new features for presentations in #GoogleDocs http://t.co/0x6crRao	^ N $ A N P N P ^ U	neutral
126505359161573377	Is Google Analytics Reverse-Engineering Facebook ? : http://t.co/mJHRoa7L #google #facebook #media #digitalstrategy	V ^ ^ ^ ^ , ~ U # # # #	neutral
126504126665334784	#droidtweak #Video : #IceCreamSandwich on the #GalaxyNexus http://t.co/vBcl0OzP #googlephone #nexus1 #NexusS #google	# # , # P D ^ U # # # #	neutral
126496772586610688	RT @YashasJoshi : #android 4.0 !! Ice Cream Sandwich will now make all other smartphone operating systems look outdated . #Androidbeam Wo ...	~ @ ~ # $ , A N N V R V D A N N N V A , # G ~	positive
126492604799004672	Samsung Galaxy Nexus Official , Launches Worldwide November - http://t.co/UX1CiB6A #galaxynexus #samsung #google #ics	^ ^ ^ ^ , V ^ ^ , U # # # #	neutral
126531522487533568	RT @NeowinFeed : Google shows off new Ice Cream Sandwich features #google #android http://t.co/LlJpGM2a #neowin	~ @ ~ ^ V T A ^ ^ ^ N # # U #	neutral
